activity_id,lat,lon,altitude,velocity,distance,heartrate
19334880487,48.745264,2.28911,53.4,4.06,1176.7,
19334880487,48.745245,2.289064,53.4,4.26,1180.7,
19334880487,48.745228,2.289017,53.4,4.3,1184.7,
19334880487,48.745214,2.288976,53.5,4.26,1188.0,
19334880487,48.7452,2.288938,53.5,3.88,1191.2,
19334880487,48.745186,2.2889,53.5,3.54,1194.4,
19334880487,48.745173,2.288864,53.5,3.34,1197.4,
19334880487,48.745155,2.288825,53.5,3.24,1200.9,
19334880487,48.745139,2.288794,53.6,3.158,1203.8,
19334880487,48.745123,2.288761,53.6,3.12,1206.8,
19334880487,48.745108,2.288731,53.6,3.031,1209.6,
19334880487,48.745096,2.288703,53.7,2.92,1212.0,
19334880487,48.745083,2.288673,53.7,2.744,1214.6,
19334880487,48.745073,2.288641,53.7,2.682,1217.2,
19334880487,48.745058,2.288607,53.7,2.68,1220.2,
19334880487,48.745043,2.28858,53.8,2.653,1222.8,
19334880487,48.745026,2.288551,53.8,2.74,1225.7,
19334880487,48.74501,2.288522,53.8,2.767,1228.5,
19334880487,48.744994,2.288495,53.8,2.78,1231.1,
19334880487,48.744976,2.288467,53.9,2.753,1234.0,
19334880487,48.744959,2.28844,53.9,2.776,1236.7,
19334880487,48.744944,2.288401,53.9,2.86,1240.0,
19334880487,48.74493,2.288358,53.9,3.029,1243.6,
19334880487,48.744915,2.28832,54.0,3.14,1246.8,
19334880487,48.744881,2.288275,54.2,3.567,1251.8,
19334880487,48.744848,2.288244,54.4,3.88,1256.1,
19334880487,48.744821,2.288213,54.5,3.96,1259.8,
19334880487,48.744802,2.28818,54.7,3.88,1263.0,
19334880487,48.744786,2.288149,54.8,3.824,1265.9,
19334880487,48.744764,2.28812,55.0,3.48,1269.2,
19334880487,48.744732,2.288092,55.2,3.44,1273.3,
19334880487,48.7447,2.288069,55.4,3.5,1277.3,
19334880487,48.744666,2.288027,55.5,3.82,1282.1,
19334880487,48.744645,2.287987,55.7,3.976,1285.8,
19334880487,48.744625,2.287938,55.8,4.16,1290.0,
19334880487,48.744611,2.287895,55.9,4.06,1293.6,
19334880487,48.744592,2.287844,56.0,4.1,1297.8,
19334880487,48.744581,2.287801,56.0,3.84,1301.3,
19334880487,48.744566,2.287757,56.1,3.82,1304.9,
19334880487,48.744549,2.28772,56.1,3.64,1308.2,
19334880487,48.744534,2.287688,56.1,3.495,1311.1,
19334880487,48.744517,2.287654,56.2,3.28,1314.2,
19334880487,48.744493,2.287614,56.2,3.38,1318.2,
19334880487,48.744473,2.287579,56.2,3.32,1321.5,
19334880487,48.744455,2.287547,56.2,3.28,1324.6,
19334880487,48.74444,2.287514,56.2,3.301,1327.6,
19334880487,48.744423,2.287468,56.2,3.46,1331.5,
